timestamp,scenario,point,equipment,value,units
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_SAT_SP,AHU-OR-1,55.678,F
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_FAN_CMD,AHU-OR-1,1,bool
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_CHW_VLV_POS,AHU-OR-1,28.512,%
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_STRAINER_DP,AHU-OR-1,2.207,psid
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_DRAIN_SWITCH,AHU-OR-1,0,bool
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,OR1_TEMP,VAV-OR-101,70.063,F
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,OR1_RH,VAV-OR-101,41.415,%RH
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,OR1_TEMP_SP,VAV-OR-101,70.204,F
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,ISO201_PRESSURE,RM-ISO-201,-0.021,in.w.c.
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,ISO201_EXH_CMD,RM-ISO-201,1,bool
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,CHW_SUPPLY_TEMP,CHW-PLANT-1,44.042,F
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,CHW_DIFF_PRESSURE,CHW-PLANT-1,18.076,psi
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,HW_SUPPLY_TEMP,HW-PLANT-1,143.758,F
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_SAT,RTU-1,54.648,F
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_SAT_SP,RTU-1,55.188,F
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_SUPPLY_FAN_CMD,RTU-1,1,bool
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_OA_DAMPER_POS,RTU-1,49.077,%
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_MA_TEMP,RTU-1,64.493,F
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,VAV301_TEMP,VAV-301,72.243,F
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,VAV301_TEMP_SP,VAV-301,72.012,F
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,VAV301_REHEAT_VLV_POS,VAV-301,16.222,%
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,CHILLER1_CHW_SUPPLY_TEMP,CHILLER-1,44.074,F
2026-06-25T12:09:00+00:00,AHU_OR1_FAN_FAILURE,BOILER1_HW_SUPPLY_TEMP,BOILER-1,143.872,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_SAT,AHU-OR-1,58.419,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_SAT_SP,AHU-OR-1,54.894,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_FAN_CMD,AHU-OR-1,1,bool
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_CHW_VLV_POS,AHU-OR-1,26.166,%
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_STRAINER_DP,AHU-OR-1,2.211,psid
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_DRAIN_SWITCH,AHU-OR-1,0,bool
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,OR1_TEMP,VAV-OR-101,69.927,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,OR1_RH,VAV-OR-101,44.902,%RH
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,OR1_TEMP_SP,VAV-OR-101,69.605,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,ISO201_PRESSURE,RM-ISO-201,-0.018,in.w.c.
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,ISO201_EXH_CMD,RM-ISO-201,1,bool
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,CHW_SUPPLY_TEMP,CHW-PLANT-1,44.329,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,CHW_DIFF_PRESSURE,CHW-PLANT-1,17.356,psi
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,HW_SUPPLY_TEMP,HW-PLANT-1,143.09,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_SAT,RTU-1,54.657,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_SAT_SP,RTU-1,55.062,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_SUPPLY_FAN_CMD,RTU-1,1,bool
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_OA_DAMPER_POS,RTU-1,57.036,%
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_MA_TEMP,RTU-1,65.189,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,VAV301_TEMP,VAV-301,72.38,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,VAV301_TEMP_SP,VAV-301,72.131,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,VAV301_REHEAT_VLV_POS,VAV-301,14.422,%
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,CHILLER1_CHW_SUPPLY_TEMP,CHILLER-1,43.918,F
2026-06-25T12:10:00+00:00,AHU_OR1_FAN_FAILURE,BOILER1_HW_SUPPLY_TEMP,BOILER-1,146.068,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_SAT,AHU-OR-1,58.81,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_SAT_SP,AHU-OR-1,54.882,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_FAN_CMD,AHU-OR-1,1,bool
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_CHW_VLV_POS,AHU-OR-1,37.857,%
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_STRAINER_DP,AHU-OR-1,2.284,psid
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,AHU_OR1_DRAIN_SWITCH,AHU-OR-1,0,bool
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,OR1_TEMP,VAV-OR-101,70.384,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,OR1_RH,VAV-OR-101,43.293,%RH
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,OR1_TEMP_SP,VAV-OR-101,69.79,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,ISO201_PRESSURE,RM-ISO-201,-0.019,in.w.c.
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,ISO201_EXH_CMD,RM-ISO-201,1,bool
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,CHW_SUPPLY_TEMP,CHW-PLANT-1,43.707,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,CHW_DIFF_PRESSURE,CHW-PLANT-1,15.912,psi
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,HW_SUPPLY_TEMP,HW-PLANT-1,146.549,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_SAT,RTU-1,54.332,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_SAT_SP,RTU-1,54.846,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_SUPPLY_FAN_CMD,RTU-1,1,bool
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_OA_DAMPER_POS,RTU-1,60.752,%
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,RTU1_MA_TEMP,RTU-1,63.687,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,VAV301_TEMP,VAV-301,72.249,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,VAV301_TEMP_SP,VAV-301,72.162,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,VAV301_REHEAT_VLV_POS,VAV-301,18.246,%
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,CHILLER1_CHW_SUPPLY_TEMP,CHILLER-1,43.753,F
2026-06-25T12:11:00+00:00,AHU_OR1_FAN_FAILURE,BOILER1_HW_SUPPLY_TEMP,BOILER-1,145.838,F
